,COUNT(session),COUNT(transaction),NUM_UNIQUE(transaction.artist),NUM_UNIQUE(transaction.page),NUM_UNIQUE(transaction.song),MEAN(transaction.length),SUM(transaction.length),MAX(transaction.itemInSession),MAX(transaction.length),MIN(transaction.length),WEEKDAY(first_session_time),WEEKDAY(registrationDate),MEAN(session.COUNT(transaction)),MEAN(session.MAX(transaction.itemInSession)),MEAN(session.MAX(transaction.length)),MEAN(session.MEAN(transaction.length)),MEAN(session.MIN(transaction.length)),MEAN(session.NUM_UNIQUE(transaction.artist)),MEAN(session.NUM_UNIQUE(transaction.page)),MEAN(session.NUM_UNIQUE(transaction.song)),MEAN(session.SUM(transaction.length)),SUM(session.MAX(transaction.itemInSession)),SUM(session.MAX(transaction.length)),SUM(session.MEAN(transaction.length)),SUM(session.MIN(transaction.length)),SUM(session.NUM_UNIQUE(transaction.artist)),MAX(session.COUNT(transaction)),MAX(session.NUM_UNIQUE(transaction.artist)),MAX(session.NUM_UNIQUE(transaction.page)),MAX(session.NUM_UNIQUE(transaction.song)),MAX(session.SUM(transaction.length)),MIN(session.COUNT(transaction)),MIN(session.MAX(transaction.itemInSession)),MIN(session.MAX(transaction.length)),MIN(session.MEAN(transaction.length)),MIN(session.NUM_UNIQUE(transaction.artist)),MIN(session.NUM_UNIQUE(transaction.page)),MIN(session.NUM_UNIQUE(transaction.song)),MIN(session.SUM(transaction.length)),COUNT(transaction WHERE page = Thumbs Down),COUNT(transaction WHERE page = NextSong),COUNT(transaction WHERE page = Error),COUNT(transaction WHERE page = Submit Downgrade),COUNT(transaction WHERE page = Add Friend),COUNT(transaction WHERE page = Home),COUNT(transaction WHERE page = Help),COUNT(transaction WHERE page = About),COUNT(transaction WHERE page = Settings),COUNT(transaction WHERE page = Downgrade),COUNT(transaction WHERE page = Add to Playlist),COUNT(transaction WHERE page = Submit Upgrade),COUNT(transaction WHERE page = Cancellation Confirmation),COUNT(transaction WHERE page = Save Settings),COUNT(transaction WHERE page = Logout),COUNT(transaction WHERE page = Thumbs Up),COUNT(transaction WHERE page = Roll Advert),COUNT(transaction WHERE page = Upgrade),is_cancel,gender_F,gender_M,MODE(session.userAgent)_Linux,MODE(session.userAgent)_Macintosh,MODE(session.userAgent)_Windows,MODE(session.userAgent)_iPad,MODE(session.userAgent)_iPhone,MODE(transaction.page)_About,MODE(transaction.page)_Add Friend,MODE(transaction.page)_Add to Playlist,MODE(transaction.page)_Cancel,MODE(transaction.page)_Help,MODE(transaction.page)_Home,MODE(transaction.page)_Logout,MODE(transaction.page)_NextSong,MODE(transaction.page)_Settings,MODE(session.MODE(transaction.page))_About,MODE(session.MODE(transaction.page))_Add Friend,MODE(session.MODE(transaction.page))_Add to Playlist,MODE(session.MODE(transaction.page))_Cancel,MODE(session.MODE(transaction.page))_Help,MODE(session.MODE(transaction.page))_Home,MODE(session.MODE(transaction.page))_Logout,MODE(session.MODE(transaction.page))_NextSong,MODE(session.MODE(transaction.page))_Settings,positive_transaction_count,negative_transaction_count,neutral_transaction_count
4368,1,48,32,8,33,172.6445952083333,8286.940569999999,56,458.91873,0.0,1,3,48.0,56.0,458.91873,172.6445952083333,0.0,32.0,8.0,33.0,8286.940569999999,56,458.91873,172.6445952083333,0.0,32,48,32,8,33,8286.940569999999,48,56,458.91873,172.6445952083333,32,8,33,8286.940569999999,0.0,32.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,0.0,6.0
4369,13,1214,777,13,945,206.33370216639238,250489.11443000037,230,1045.13261,0.0,1,1,93.38461538461539,94.15384615384616,582.5000192307692,211.2814075326162,0.0,75.0,6.615384615384615,77.84615384615384,19268.393417692307,1224,7572.50025,2746.6582979240106,0.0,975,226,174,10,186,46139.13347,7,6,395.72853,168.1660120588235,6,3,6,1743.2010000000002,14.0,1013.0,0.0,1.0,16.0,34.0,7.0,2.0,5.0,16.0,31.0,0.0,0.0,0.0,10.0,61.0,4.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,108.0,30.0,45.0
4370,11,1487,902,14,1121,201.067627343645,298987.56186000013,533,1818.46159,0.0,1,6,135.1818181818182,136.36363636363637,635.3355445454545,179.68685937075986,0.0,103.18181818181819,6.454545454545454,110.72727272727273,27180.687441818183,1500,6988.690989999999,1976.5554530783584,0.0,1135,517,364,13,417,105654.40104999993,1,1,0.0,0.0,1,1,1,0.0,14.0,1233.0,1.0,0.0,30.0,53.0,5.0,2.0,9.0,17.0,33.0,0.0,0.0,5.0,10.0,74.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,137.0,32.0,65.0
4371,1,17,13,5,13,147.34258529411767,2504.8239500000004,18,268.30322,0.0,1,3,17.0,18.0,268.30322,147.34258529411767,0.0,13.0,5.0,13.0,2504.8239500000004,18,268.30322,147.34258529411767,0.0,13,17,13,5,13,2504.8239500000004,17,18,268.30322,147.34258529411767,13,5,13,2504.8239500000004,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,3.0
4372,2,101,87,7,90,235.8431563366337,23820.158790000005,92,651.59791,0.0,1,5,50.5,49.5,642.9905650000001,230.863546686828,0.0,44.0,5.0,45.5,11910.079395000004,99,1285.9811300000001,461.727093373656,0.0,88,93,81,7,84,22020.586000000007,8,7,634.38322,224.94659875000002,7,3,7,1799.5727900000002,1.0,89.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,3.0,4.0
4373,5,541,379,13,412,205.70890367837328,111288.51688999994,223,997.04118,0.0,1,0,108.2,112.8,692.338486,204.90842459861196,0.0,83.2,8.0,85.6,22257.703378,564,3461.69243,1024.5421229930598,0.0,416,220,170,12,175,45478.24180999999,37,39,369.29261,194.26727211538463,29,6,29,7577.691790000002,1.0,430.0,0.0,1.0,14.0,28.0,5.0,0.0,4.0,9.0,8.0,0.0,0.0,1.0,12.0,21.0,7.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,43.0,10.0,39.0
4374,4,179,130,9,138,189.4641648603352,33914.08551,110,670.35383,0.0,1,3,44.75,46.0,507.53260750000004,178.0609427247876,0.0,34.5,5.5,35.5,8478.521377499997,184,2030.1304300000002,712.2437708991504,0.0,138,105,81,8,85,20830.73365999999,13,13,328.98567,155.98282153846154,11,4,11,2027.77668,1.0,139.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,17.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.0,1.0,26.0
4375,4,438,335,10,362,212.02050710045654,92864.98210999997,177,2297.39057,0.0,1,6,109.5,111.0,1072.3456725,211.50507321146392,0.0,89.25,8.0,92.5,23216.245527500003,444,4289.38269,846.0202928458557,0.0,357,170,137,10,143,34748.82614000001,38,37,600.73751,204.40485964705888,33,5,33,7829.902239999999,3.0,369.0,0.0,0.0,6.0,14.0,4.0,0.0,2.0,7.0,15.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,35.0,10.0,16.0
4376,3,247,201,10,211,203.43913032388673,50249.465190000024,199,499.69587,0.0,1,1,82.33333333333333,84.66666666666667,385.10539666666665,186.18920709996283,0.0,69.0,6.333333333333333,71.33333333333333,16749.821730000003,254,1155.31619,558.5676212998885,0.0,207,195,164,9,171,40949.16051000001,6,5,290.89914,168.35009833333334,6,2,6,1010.10059,2.0,211.0,0.0,0.0,3.0,8.0,1.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14.0,7.0,10.0
4377,13,1389,868,14,1082,205.27255080633526,285123.5730699997,287,2069.96853,0.0,1,2,106.84615384615384,108.53846153846153,649.1122623076923,195.2316933194684,0.0,85.38461538461539,6.846153846153846,89.46153846153847,21932.582543846158,1411,8438.45941,2538.0120131530894,0.0,1110,288,227,11,242,59816.325510000046,4,5,258.82077,127.86916,3,2,3,511.47664,12.0,1165.0,3.0,0.0,31.0,45.0,6.0,1.0,9.0,11.0,35.0,0.0,0.0,2.0,14.0,54.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,120.0,26.0,56.0
4378,2,72,62,5,63,212.09429722222222,15270.7894,64,490.78812,0.0,1,4,36.0,35.0,397.726895,204.37435632967032,0.0,31.5,3.5,32.0,7635.3947,70,795.45379,408.74871265934064,0.0,63,65,56,5,57,13907.25253,7,6,304.66567,194.79098142857143,7,2,7,1363.53687,0.0,63.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,1.0,4.0
4379,10,419,306,12,332,203.6174422434366,85315.70829999994,193,1636.98893,0.0,1,5,41.9,42.3,509.68775500000004,184.4842377735097,0.0,34.7,4.5,35.4,8531.57083,423,5096.87755,1844.842377735097,0.0,347,190,152,12,160,38614.44407000003,1,0,0.0,0.0,1,1,1,0.0,3.0,348.0,0.0,0.0,6.0,22.0,2.0,1.0,2.0,5.0,5.0,0.0,0.0,2.0,5.0,18.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29.0,8.0,25.0
4380,4,1092,731,12,873,210.1004096245421,229429.64730999997,550,1400.2673,0.0,1,6,273.0,275.75,741.0281175,210.37270056650587,0.0,203.5,7.0,226.25,57357.411827499964,1103,2964.11247,841.4908022660235,0.0,814,543,395,12,448,110866.85946999998,4,3,350.11873,199.97353750000002,4,2,4,799.8941500000001,13.0,940.0,0.0,0.0,17.0,21.0,5.0,0.0,5.0,5.0,28.0,0.0,0.0,1.0,7.0,46.0,4.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,91.0,18.0,30.0
4381,4,301,220,12,229,190.68024681063122,57394.75429,281,912.77016,0.0,1,3,75.25,80.25,482.513835,179.9753956955329,0.0,56.75,5.5,58.75,14348.688572499996,321,1930.05534,719.9015827821316,0.0,227,261,192,12,200,49876.78022999999,6,5,242.88608,142.88514,5,3,5,857.3108400000001,3.0,234.0,1.0,0.0,3.0,15.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,10.0,7.0,17.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18.0,4.0,35.0
4382,8,1416,861,13,1075,202.8758797598869,287272.24573999987,388,1062.97424,0.0,1,6,177.0,182.875,643.90811875,201.47649628660238,0.0,136.125,8.25,144.25,35909.0307175,1463,5151.26495,1611.811970292819,0.0,1089,377,271,12,295,73842.09701,21,20,371.66975,180.65713264705886,18,4,18,4318.973510000001,12.0,1172.0,2.0,0.0,19.0,55.0,5.0,3.0,5.0,12.0,40.0,0.0,0.0,2.0,24.0,65.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124.0,26.0,63.0
4383,6,973,648,13,782,209.938966824255,204270.61472000013,404,690.52036,0.0,1,2,162.16666666666666,167.66666666666666,629.7551933333333,211.3810972427848,0.0,129.33333333333334,8.5,137.66666666666666,34045.10245333333,1006,3778.53116,1268.2865834567087,0.0,776,397,303,10,330,81875.04543000006,51,52,480.1824,203.58817800000006,44,5,45,10679.80372,8.0,837.0,1.0,0.0,10.0,29.0,4.0,1.0,3.0,15.0,22.0,0.0,0.0,0.0,9.0,31.0,3.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,63.0,24.0,36.0
4384,2,33,19,12,19,144.69991363636362,4775.09715,47,507.34975,0.0,1,4,16.5,33.5,483.17342499999995,146.05529727777775,0.0,10.0,7.5,10.0,2387.548575,67,966.3468499999999,292.1105945555555,0.0,20,18,10,8,10,2414.46776,15,20,458.9971,131.1460772222222,10,7,10,2360.6293899999996,1.0,18.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0,3.0,5.0
4385,2,121,94,12,95,193.823901570248,23452.692090000008,93,543.52934,0.0,1,5,60.5,59.5,445.204445,183.03321640661943,0.0,48.0,8.0,48.0,11726.346045000004,119,890.40889,366.06643281323886,0.0,96,94,76,10,76,19036.96194000001,27,26,346.87955,163.5455611111111,20,6,20,4415.73015,1.0,94.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.0,6.0,9.0
4386,4,230,175,13,179,209.0146587826086,48073.37151999998,87,655.77751,0.0,1,5,57.5,59.5,590.2493450000001,211.7445717699862,0.0,46.75,7.25,46.75,12018.34288,238,2360.9973800000002,846.9782870799448,0.0,187,80,58,11,58,15179.12754,43,42,457.482,189.73909425,39,4,39,9249.262750000002,3.0,187.0,0.0,1.0,1.0,12.0,1.0,1.0,0.0,7.0,4.0,1.0,0.0,0.0,5.0,6.0,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0,10.0,13.0
4387,3,479,355,14,374,198.17881599164946,94927.65286000009,363,714.37016,0.0,1,5,159.66666666666666,162.33333333333334,546.6466200000001,190.2665651730092,0.0,123.33333333333333,9.333333333333334,128.33333333333334,31642.55095333335,487,1639.9398600000002,570.7996955190276,0.0,370,359,274,14,288,72839.15394000005,59,62,330.60526,176.85658711864406,48,7,48,10434.538639999999,4.0,391.0,0.0,1.0,9.0,16.0,1.0,0.0,2.0,8.0,9.0,1.0,0.0,0.0,5.0,15.0,16.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34.0,12.0,34.0
4388,1,86,68,8,71,210.86154767441866,18134.093100000006,87,662.83057,0.0,1,3,86.0,87.0,662.83057,210.86154767441866,0.0,68.0,8.0,71.0,18134.093100000006,87,662.83057,210.86154767441866,0.0,68,86,68,8,71,18134.093100000006,86,87,662.83057,210.86154767441866,68,8,71,18134.093100000006,1.0,72.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,3.0,4.0
4389,1,27,20,7,20,187.01513037037034,5049.408519999999,26,450.32444,0.0,1,4,27.0,26.0,450.32444,187.01513037037034,0.0,20.0,7.0,20.0,5049.408519999999,26,450.32444,187.01513037037034,0.0,20,27,20,7,20,5049.408519999999,27,26,450.32444,187.01513037037034,20,7,20,5049.408519999999,0.0,19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,0.0,3.0
4390,3,455,292,16,318,175.2038561758242,79717.75456000002,362,1400.2673,0.0,1,3,151.66666666666666,154.66666666666666,778.7532866666667,174.41085084523343,0.0,100.66666666666667,10.0,107.33333333333333,26572.584853333334,464,2336.25986,523.2325525357003,0.0,302,355,230,13,250,63239.43199999999,36,37,452.17914,144.82012468750003,31,5,31,7209.83458,5.0,329.0,0.0,0.0,8.0,15.0,1.0,2.0,2.0,0.0,15.0,1.0,1.0,1.0,5.0,16.0,49.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,43.0,6.0,68.0
4391,1,7,4,5,4,120.64447142857144,844.5113,6,363.33669,0.0,1,3,7.0,6.0,363.33669,120.64447142857144,0.0,4.0,5.0,4.0,844.5113,6,363.33669,120.64447142857144,0.0,4,7,4,5,4,844.5113,7,6,363.33669,120.64447142857144,4,5,4,844.5113,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,2.0
4392,4,771,512,13,594,208.9983664202333,161137.7405099999,460,1388.72118,0.0,1,2,192.75,206.75,766.4257825000001,156.86386664853055,0.0,140.5,8.0,152.75,40284.435127500015,827,3065.7031300000003,627.4554665941222,0.0,562,448,319,12,355,92635.07920000007,1,0,0.0,0.0,1,1,1,0.0,26.0,626.0,0.0,0.0,7.0,26.0,7.0,1.0,3.0,11.0,23.0,0.0,1.0,0.0,9.0,30.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,60.0,38.0,30.0
4393,1,179,132,11,136,193.64813731843586,34663.01658000002,184,636.78649,0.0,1,3,179.0,184.0,636.78649,193.64813731843586,0.0,132.0,11.0,136.0,34663.01658000002,184,636.78649,193.64813731843586,0.0,132,179,132,11,136,34663.01658000002,179,184,636.78649,193.64813731843586,132,11,136,34663.01658000002,6.0,138.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,7.0,6.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18.0,14.0,7.0
4394,4,339,244,11,266,187.84192994100297,63678.41425000001,243,638.4322,0.0,1,4,84.75,136.25,470.184035,187.70684083039666,0.0,64.75,6.5,68.0,15919.603562500004,545,1880.73614,750.8273633215866,0.0,259,238,178,9,191,45459.03412000002,3,2,390.5824,175.9604633333333,3,2,3,605.8309300000001,10.0,271.0,0.0,1.0,5.0,15.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,4.0,14.0,2.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27.0,18.0,17.0
4395,7,439,311,13,336,193.4940977220955,84943.90889999992,188,729.75628,0.0,1,3,62.714285714285715,64.14285714285714,503.7485857142857,182.23643306727556,0.0,48.714285714285715,6.285714285714286,50.142857142857146,12134.844128571427,449,3526.2401,1275.6550314709289,0.0,341,184,140,12,146,35749.96857,8,9,282.61832,131.82992125,6,3,6,1054.63937,15.0,345.0,0.0,0.0,4.0,14.0,1.0,0.0,5.0,1.0,12.0,1.0,0.0,0.0,6.0,16.0,15.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36.0,16.0,34.0
4396,4,615,435,17,490,207.99747741463423,127918.44861000005,288,2015.79057,0.0,1,3,153.75,153.75,941.5832224999999,213.58131747396826,0.0,121.25,9.25,127.5,31979.612152500005,615,3766.3328899999997,854.325269895873,0.0,485,287,220,12,239,57813.39037000002,39,38,411.42812,190.29758037037038,39,2,39,9386.196640000002,11.0,512.0,2.0,1.0,12.0,15.0,3.0,0.0,3.0,7.0,17.0,2.0,1.0,0.0,2.0,21.0,3.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52.0,21.0,21.0
4397,2,210,165,14,172,209.3624720476192,43966.119130000036,182,655.77751,0.0,1,6,105.0,105.0,613.4721999999999,213.90364102590974,0.0,83.5,8.5,86.5,21983.059565000007,210,1226.9443999999999,427.80728205181947,0.0,167,181,141,12,147,37580.968020000015,29,28,571.16689,207.62965756906087,26,5,26,6385.151109999999,4.0,173.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,6.0,5.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.0,8.0,12.0
4398,1,23,20,5,20,205.62759434782606,4729.43467,22,410.90567,0.0,1,2,23.0,22.0,410.90567,205.62759434782606,0.0,20.0,5.0,20.0,4729.43467,22,410.90567,205.62759434782606,0.0,20,23,20,5,20,4729.43467,23,22,410.90567,205.62759434782606,20,5,20,4729.43467,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,2.0,1.0
4399,5,370,262,14,276,193.5317713243243,71606.75538999999,200,816.27383,0.0,1,0,74.0,77.4,623.134894,190.37801407816033,0.0,55.2,7.2,56.4,14321.351077999998,387,3115.67447,951.8900703908017,0.0,276,192,145,12,151,39118.92445,13,14,348.57751,140.51872545454543,11,4,11,2568.6938000000005,6.0,282.0,0.0,0.0,3.0,22.0,3.0,0.0,5.0,5.0,9.0,1.0,0.0,1.0,8.0,12.0,10.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27.0,11.0,37.0
4400,11,564,357,17,400,178.00581397163126,100395.27908000002,142,655.77751,0.0,1,1,51.27272727272727,52.45454545454545,447.0876354545455,176.83940593061914,0.0,37.90909090909091,6.909090909090909,38.54545454545455,9126.84355272727,577,4917.96399,1945.2334652368106,0.0,417,141,106,12,110,25142.989669999984,10,11,234.86649,90.767447,6,3,6,907.67447,14.0,416.0,1.0,1.0,16.0,23.0,1.0,0.0,1.0,1.0,13.0,1.0,1.0,0.0,10.0,26.0,33.0,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,60.0,17.0,57.0
4401,9,849,561,16,666,204.73531909305055,173820.28590999992,442,2594.87302,0.0,1,5,94.33333333333333,97.77777777777777,781.4497066666667,196.11912016349376,0.0,72.11111111111111,6.0,77.22222222222223,19313.365101111114,880,7033.04736,1765.0720814714439,0.0,649,431,310,11,344,88723.22058000001,10,9,220.60363,131.35214066666668,8,3,8,1389.81561,6.0,702.0,1.0,1.0,16.0,23.0,3.0,1.0,2.0,3.0,24.0,1.0,0.0,0.0,7.0,57.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,98.0,10.0,27.0
4402,2,306,238,9,252,213.5467126470589,65345.294070000025,262,2238.74567,0.0,1,6,153.0,157.0,1375.39873,227.76337406629884,0.0,123.0,7.0,128.0,32672.647035000016,314,2750.79746,455.5267481325977,0.0,246,253,204,9,213,52121.00617000003,53,52,512.05179,206.0118820948618,42,5,43,13224.287900000001,3.0,257.0,0.0,0.0,6.0,7.0,4.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33.0,3.0,8.0
4403,17,1368,866,13,1040,207.4357988157894,283772.1727799999,319,1670.45179,0.0,1,5,80.47058823529412,82.3529411764706,610.48118,194.89467429812296,10.304511176470589,64.3529411764706,5.647058823529412,66.23529411764706,16692.48075176471,1400,10378.18006,3313.2094630680904,175.17669,1094,318,244,10,256,68226.67814,2,1,206.81098,63.2356925,2,1,2,249.93914,14.0,1124.0,1.0,0.0,23.0,39.0,6.0,2.0,4.0,9.0,31.0,0.0,0.0,0.0,10.0,104.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,158.0,24.0,46.0
4404,3,104,79,6,80,198.6096399038462,20655.402550000003,122,711.23546,0.0,1,3,34.666666666666664,58.333333333333336,541.1434899999999,195.2223784954588,0.0,27.0,4.666666666666667,27.333333333333332,6885.134183333333,175,1623.4304699999998,585.6671354863764,0.0,81,51,41,6,42,9951.79855,11,10,340.40118,183.83280272727274,10,3,10,2022.16083,0.0,79.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19.0,0.0,4.0
4405,7,621,438,12,495,208.26284634460538,129331.22757999993,216,1616.61342,0.0,1,0,88.71428571428571,93.71428571428571,723.0241528571429,205.07744719811905,0.0,72.14285714285714,6.285714285714286,73.71428571428571,18475.889654285715,656,5061.16907,1435.5421303868334,0.0,505,210,161,9,166,43620.991500000004,28,27,448.57424,176.70499821428572,20,5,20,4947.73995,2.0,515.0,0.0,0.0,8.0,17.0,2.0,2.0,5.0,2.0,16.0,0.0,0.0,1.0,4.0,47.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,71.0,4.0,24.0
4406,19,1774,1022,17,1300,201.8285799774521,358043.90088000003,487,2960.5873,0.0,1,5,93.36842105263158,108.26315789473684,791.7352289473683,201.25218661676809,0.0,73.47368421052632,6.7894736842105265,75.84210526315789,18844.415835789474,2057,15042.969349999998,3823.7915457185936,0.0,1396,209,162,11,173,45214.95375,9,8,306.31138,156.1127329213483,8,2,8,1517.47601,17.0,1436.0,1.0,1.0,16.0,55.0,8.0,2.0,22.0,3.0,41.0,1.0,0.0,3.0,9.0,147.0,5.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,211.0,21.0,84.0
4407,3,337,254,9,270,200.1558746884272,67452.52976999996,215,579.83955,0.0,1,6,112.33333333333333,133.66666666666666,544.9486633333335,200.25401631284993,0.0,91.66666666666667,6.666666666666667,93.33333333333333,22484.17659,401,1634.8459900000003,600.7620489385498,0.0,275,155,127,8,130,30807.947099999998,83,84,516.70159,197.09538879518075,69,5,70,16358.917270000004,4.0,279.0,0.0,0.0,8.0,12.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37.0,4.0,14.0
4408,19,1358,819,13,1002,201.20175818114853,273231.9876099997,300,1400.2673,0.0,1,6,71.47368421052632,73.78947368421052,621.8348210526316,196.50242949498465,0.0,56.21052631578947,5.315789473684211,58.0,14380.630926842106,1402,11814.8616,3733.5461604047086,0.0,1068,297,222,11,241,61179.78723,3,2,267.44118,130.70629944444443,3,2,3,421.11908999999997,7.0,1093.0,1.0,0.0,37.0,46.0,2.0,0.0,5.0,6.0,33.0,0.0,0.0,1.0,16.0,108.0,3.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,178.0,14.0,54.0
